"status","concept_id","sub_concept_id","jid","dim_label","term_html","term_excel","html_analysis","excel_analysis","sheet","addr","linked_articles","link_statuses","link_status"
"match","modification","substantial-modification","ca-1-substantial-modification","Definition","Substantial modification","Substantial modification","A new version, release, or other update to a generative artificial AI system or service that materially changes its functionality or performance, including the results of retraining or fine tuning (§3110)","A new version, release, or other update to a generative artificial AI system or service that materially changes its functionality or performance, including the results of retraining or fine tuning (§3110)","Modification_ANALYSIS","D3","ca-ab2013:3110","verbatim_found","verbatim_found"
"match","modification","substantial-modification","ca-1-substantial-modification","Obligations triggered","Substantial modification","Substantial modification","Publish updated training-data documentation before each substantial modification is made publicly available (§3111)","Publish updated training-data documentation before each substantial modification is made publicly available (§3111)","Modification_ANALYSIS","D10","ca-ab2013:3111","wrong_article","wrong_article"
"match","modification","substantial-modification","ca-1-substantial-modification","Scope","Substantial modification","Substantial modification","Any generative AI system or service made publicly available (§3111)","Any generative AI system or service made publicly available (§3111)","Modification_ANALYSIS","D6","ca-ab2013:3111","wrong_article","wrong_article"
"missing_in_excel","modification","substantial-modification","ca-1-substantial-modification","Term","Substantial modification","","Substantial modification","","","","ca-ab2013:3110","verbatim_found","verbatim_found"
"match","modification","substantial-modification","co","Continuous learning","Intentional and substantial modification","Intentional and substantial modification","Learning post-deployment when documented and predetermined at initial impact assessment does not constitute substantial modification (§6-1-1701)","Learning post-deployment when documented and predetermined at initial impact assessment does not constitute substantial modification (§6-1-1701)","Modification_ANALYSIS","F9","co-sb24205:6-1-1701","verbatim_found","verbatim_found"
"match","modification","substantial-modification","co","Definition","Intentional and substantial modification","Intentional and substantial modification","A deliberate change to an AI system that results in any new reasonably foreseeable risk of algorithmic discrimination (§6-1-1701)","A deliberate change to an AI system that results in any new reasonably foreseeable risk of algorithmic discrimination
(§6-1-1701)","Modification_ANALYSIS","F3","co-sb24205:6-1-1701","verbatim_found","verbatim_found"
"match","modification","substantial-modification","co","Obligations triggered","Intentional and substantial modification","Intentional and substantial modification","New impact assessment within 90 days; update public summary on system and risk approach (§6-1-1703)","New impact assessment within 90 days; update public summary on system and risk approach (§6-1-1703)","Modification_ANALYSIS","F10","co-sb24205:6-1-1703","wrong_article","wrong_article"
"match","modification","substantial-modification","co","Scope","Intentional and substantial modification","Intentional and substantial modification","High-risk AI systems making or substantially contributing to consequential decisions (§6-1-1701(9))","High-risk AI systems making or substantially contributing to consequential decisions (§6-1-1701(9))","Modification_ANALYSIS","F6","co-sb24205:6-1-1701","verbatim_found","verbatim_found"
"missing_in_excel","modification","substantial-modification","co","Term","Intentional and substantial modification","","Intentional and substantial modification","","","","co-sb24205:6-1-1701","verbatim_found","verbatim_found"
"match","modification","substantial-modification","eu","Continuous learning","Substantial modification","Substantial modification","Pre-determined post-deployment learning changes assessed at initial conformity assessment do not constitute substantial modification (Recital 128)","Pre-determined post-deployment learning changes assessed at initial conformity assessment do not constitute substantial modification (Recital 128)","Modification_ANALYSIS","B9","","",""
"mismatch","modification","substantial-modification","eu","Definition","Substantial modification","Substantial modification","A change to an AI system after placing on the market / service which (a) was not planned in the initial conformity assessment and (b) affects compliance with high-risk requirements or changes the intended purpose (Article 3)
In the case of GPAI models, modification is legally relevant if it leads to a significant change in the model's generality, capabilities, or systemic risk (GL, 3.2).","A change to an AI system after placing on the market / service which (a) was not planned in the initial conformity assessment and (b) affects compliance with high-risk requirements or changes the intended purpose (Article 3)
In the case of GPAI models, modification is legally relevant if it leads to a significant change in the model’s generality, capabilities, or systemic risk (GL, 3.2).","Modification_ANALYSIS","B3","eu-ai-act:3;eu-guidelines-gpai-scope:3","verbatim_found;wrong_law","wrong_law"
"match","modification","substantial-modification","eu","Obligations triggered","Substantial modification","Substantial modification","High-risk AI systems: new conformity assessment required (Art. 43); update technical documentation (Annex IV), EU database registration (Articles 49, 71) and instructions for use (Article 13)
GPAI models: update technical documentation (Article 53).
In addition, providers of GPAISR models must notify Commission when compute threshold achieved (Article 52) and update Safety and Security Framework (Articles 53, 55)","High-risk AI systems: new conformity assessment required (Art. 43); update technical documentation (Annex IV), EU database registration (Articles 49, 71) and instructions for use (Article 13)
GPAI models: update technical documentation (Article 53).
In addition, providers of GPAISR models must notify Commission when compute threshold achieved (Article 52) and update Safety and Security Framework (Articles 53, 55)","Modification_ANALYSIS","B10","","",""
"match","modification","substantial-modification","eu","Scope","Substantial modification","Substantial modification","High-risk AI systems subject to conformity assessment (Articles 43, 47)
GPAI models / GPAI models with systemic risks","High-risk AI systems subject to conformity assessment (Articles 43, 47)
GPAI models / GPAI models with systemic risks","Modification_ANALYSIS","B6","eu-ai-act:177;eu-ai-act:3","verbatim_found;verbatim_found","verbatim_found"
"missing_in_excel","modification","substantial-modification","eu","Term","Substantial modification","","Substantial modification","","","","eu-ai-act:3","verbatim_found","verbatim_found"
"missing_in_html","modification","substantial-modification","ny","Continuous learning","","(Substantially modified version of a frontier model) – no standalone defined term","","Not addressed at statute level; delegated to developer's framework criteria","Modification_ANALYSIS","E9","","",""
"missing_in_html","modification","substantial-modification","ny","Definition","","(Substantially modified version of a frontier model) – no standalone defined term","","Developer-defined: the frontier AI framework must include criteria triggering updates and disclosures (§1421)","Modification_ANALYSIS","E3","","",""
"missing_in_html","modification","substantial-modification","ny","Obligations triggered","","(Substantially modified version of a frontier model) – no standalone defined term","","Publish transparency report on developer's website; update frontier AI framework if material changes (§1421)","Modification_ANALYSIS","E10","","",""
"missing_in_html","modification","substantial-modification","ny","Scope","","(Substantially modified version of a frontier model) – no standalone defined term","","Frontier models (>10²⁶ FLOPs) (§1420)","Modification_ANALYSIS","E6","","",""
"match","provider-developer","provider","co","AI literacy","Developer","Developer","-","-","Provider_Developer_Analysis","C12","","",""
"match","provider-developer","provider","co","General information disclosure","Developer","Developer","-","-","Provider_Developer_Analysis","C9","","",""
"match","provider-developer","provider","co","Incident / risk reporting","Developer","Developer","-","-","Provider_Developer_Analysis","C11","","",""
"match","provider-developer","provider","co","Penalties","Developer","Developer","Up to $20K per violation (Colorado Consumer Protection Act)","Up to $20K per violation (Colorado Consumer Protection Act)","Provider_Developer_Analysis","C15","","",""
"match","provider-developer","provider","co","Provider / developer information","Developer","Developer","Make publicly available statement summarising types of high-risk AI systems provided by developer (§6-1-1702)","Make publicly available statement summarising types of high-risk AI systems provided by developer (§6-1-1702)","Provider_Developer_Analysis","C6","co-sb24205:6-1-1702","wrong_article","wrong_article"
"missing_in_html","provider-developer","provider","co","Provider of high-risk AI systems / developer of high-risk AI systems","","Developer","","Colorado (SB 24-205)","Provider_Developer_Analysis","C22","","",""
"match","provider-developer","provider","co","Rebuttal","Developer","Developer","60-day opportunity to cure violation and compliance with latest NIST AI Risk Management Framework and ISO/IEC 42001 standards rebuts violation  (§6-1-1706)","60-day opportunity to cure violation and compliance with latest NIST AI Risk Management Framework and ISO/IEC 42001 standards rebuts violation  (§6-1-1706)","Provider_Developer_Analysis","C13","co-sb24205:6-1-1706","wrong_article","wrong_article"
"match","provider-developer","provider","co","Regulatory trigger","Developer","Developer","Upon making the AI system available","Upon making the AI system available","Provider_Developer_Analysis","C5","","",""
"match","provider-developer","provider","co","Risk management","Developer","Developer","-","-","Provider_Developer_Analysis","C10","","",""
"match","provider-developer","provider","co","Scope","Developer","Developer","A person that develops an AI system or substantially modifies an AI system (§6-1-1701)","A person that develops an AI system or substantially modifies an AI system (§6-1-1701)","Provider_Developer_Analysis","C4","co-sb24205:6-1-1701","wrong_article","wrong_article"
"missing_in_excel","provider-developer","provider","co","Term","Developer","","Developer","","","","","",""
"match","provider-developer","provider","co","Transparency","Developer","Developer","Must disclose to consumers interaction with AI system (§6-1-1704)","Must disclose to consumers interaction with AI system (§6-1-1704)","Provider_Developer_Analysis","C7","co-sb24205:6-1-1704","wrong_article","wrong_article"
"match","provider-developer","provider","eu","AI literacy","Provider of limited-risk AI systems","Provider of limited-risk AI systems","Providers must ensure people operating / using AI systems on their behalf have a sufficient level of AI literacy (Article 4)","Providers must ensure people operating / using AI systems on their behalf have a sufficient level of AI literacy (Article 4)","Provider_Developer_Analysis","B12","eu-ai-act:4","verbatim_found","verbatim_found"
"match","provider-developer","provider","eu","General information disclosure","Provider of limited-risk AI systems","Provider of limited-risk AI systems","-","-","Provider_Developer_Analysis","B9","","",""
"match","provider-developer","provider","eu","Incident / risk reporting","Provider of limited-risk AI systems","Provider of limited-risk AI systems","-","-","Provider_Developer_Analysis","B11","","",""
"match","provider-developer","provider","eu","Penalties","Provider of limited-risk AI systems","Provider of limited-risk AI systems","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Provider_Developer_Analysis","B15","eu-ai-act:99","verbatim_found","verbatim_found"
"match","provider-developer","provider","eu","Provider / developer information","Provider of limited-risk AI systems","Provider of limited-risk AI systems","-","-","Provider_Developer_Analysis","B6","","",""
"missing_in_html","provider-developer","provider","eu","Provider of high-risk AI systems / developer of high-risk AI systems","","Provider of limited-risk AI systems","","EU (AIA)","Provider_Developer_Analysis","B22","","",""
"match","provider-developer","provider","eu","Rebuttal","Provider of limited-risk AI systems","Provider of limited-risk AI systems","-","-","Provider_Developer_Analysis","B13","","",""
"match","provider-developer","provider","eu","Regulatory trigger","Provider of limited-risk AI systems","Provider of limited-risk AI systems","Placing on the market","Placing on the market","Provider_Developer_Analysis","B5","","",""
"match","provider-developer","provider","eu","Risk management","Provider of limited-risk AI systems","Provider of limited-risk AI systems","-","-","Provider_Developer_Analysis","B10","","",""
"match","provider-developer","provider","eu","Scope","Provider of limited-risk AI systems","Provider of limited-risk AI systems","A person that develops or has developed or makes a substantial modification to and places on the market of an AI system that interacts with natural persons (Article 50)","A person that develops or has developed or makes a substantial modification to and places on the market of an AI system that interacts with natural persons (Article 50)","Provider_Developer_Analysis","B4","eu-ai-act:50","verbatim_found","verbatim_found"
"missing_in_excel","provider-developer","provider","eu","Term","Provider of limited-risk AI systems","","Provider of limited-risk AI systems","","","","","",""
"match","provider-developer","provider","eu","Transparency","Provider of limited-risk AI systems","Provider of limited-risk AI systems","Disclose AI interaction;
If generating synthetic content, put in place machine-readable disclosure that content is AI-generated (Article 50)","Disclose AI interaction;
If generating synthetic content, put in place machine-readable disclosure that content is AI-generated (Article 50)","Provider_Developer_Analysis","B7","eu-ai-act:50","verbatim_found","verbatim_found"
"match","provider-developer","provider","tx","AI literacy","Developer","Developer","-","-","Provider_Developer_Analysis","D12","","",""
"match","provider-developer","provider","tx","General information disclosure","Developer","Developer","High-level description of the system, training data, outputs and metrics for system evaluation (552.103.)","High-level description of the system, training data, outputs and metrics for system evaluation (552.103.)","Provider_Developer_Analysis","D9","tx-hb149:552.103","verbatim_found","verbatim_found"
"match","provider-developer","provider","tx","Incident / risk reporting","Developer","Developer","-","-","Provider_Developer_Analysis","D11","","",""
"match","provider-developer","provider","tx","Penalties","Developer","Developer","In case a person (in this case, a developer) is found to have had the “intent to discriminate” it incurs the following penalties:
- Curable Violations: $10,000 – $12,000 per violation.
- Incurable Violations: $80,000 – $200,000 per violation.
- Ongoing Violations: $2,000 – $40,000 per day (552.105.)","In case a person (in this case, a developer) is found to have had the “intent to discriminate” it incurs the following penalties:
- Curable Violations: $10,000 – $12,000 per violation.
- Incurable Violations: $80,000 – $200,000 per violation.
- Ongoing Violations: $2,000 – $40,000 per day (552.105.)","Provider_Developer_Analysis","D15","tx-hb149:552.105","verbatim_found","verbatim_found"
"match","provider-developer","provider","tx","Provider / developer information","Developer","Developer","Make publicly available statement summarising types of high-risk AI systems provided by developer (§6-1-1702.)","Make publicly available statement summarising types of high-risk AI systems provided by developer (§6-1-1702.)","Provider_Developer_Analysis","D6","","",""
"match","provider-developer","provider","tx","Rebuttal","Developer","Developer","Opportunity to cure violation within 60-days (552.104.)
Liability exemption in case of 'substantial compliance' with NIST risk management framework (552.105.)","Opportunity to cure violation within 60-days (552.104.)
Liability exemption in case of 'substantial compliance' with NIST risk management framework (552.105.)","Provider_Developer_Analysis","D13","tx-hb149:552.104;tx-hb149:552.105","verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider","tx","Regulatory trigger","Developer","Developer","Upon request by attorney general, following investigative demand (552.103.)","Upon request by attorney general, following investigative demand (552.103.)","Provider_Developer_Analysis","D5","tx-hb149:552.103","verbatim_found","verbatim_found"
"match","provider-developer","provider","tx","Risk management","Developer","Developer","High-level description of the post-deployment monitoring and user safeguards (552.103.)","High-level description of the post-deployment monitoring and user safeguards (552.103.)","Provider_Developer_Analysis","D10","tx-hb149:552.103","verbatim_found","verbatim_found"
"match","provider-developer","provider","tx","Scope","Developer","Developer","A person who develops an AI system that is offered, sold, leased, given, or otherwise provided in the state (552.001.)","A person who develops an AI system that is offered, sold, leased, given, or otherwise provided in the state (552.001.)","Provider_Developer_Analysis","D4","tx-hb149:552.001","verbatim_found","verbatim_found"
"missing_in_excel","provider-developer","provider","tx","Term","Developer","","Developer","","","","","",""
"match","provider-developer","provider","tx","Transparency","Developer","Developer","-","-","Provider_Developer_Analysis","D7","","",""
"match","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Copyright","Covered provider","Covered provider","-","-","Provider_Developer_Analysis","C60","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Exemptions","Covered provider","Covered provider","When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§22757.11)","-","Provider_Developer_Analysis","C61","ca-sb53:22757.11","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","General information disclosure","Covered provider","Covered provider","-","-","Provider_Developer_Analysis","C58","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Notification / Registration","Covered provider","","-","","","","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Penalties","Covered provider","Covered provider","$5K per violation (22757.4.)
Up to $1M per violation (22757.15.)","$5K per violation (22757.4.)","Provider_Developer_Analysis","C62","ca-sb942:22757.4;ca-sb53:22757.15","no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Providers of GPAI models with systemic risks / Frontier developer / Large frontier developer / Large developer","","Covered provider","","California (SB 53)","Provider_Developer_Analysis","C73","","",""
"match","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Regulatory trigger","Covered provider","Covered provider","Generation of synthetic content and monthly visitors","Generation of synthetic content and monthly visitors","Provider_Developer_Analysis","C54","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Scope","Covered provider","Covered provider","Person that produces generative AI system with over 1M monthly visitors (22757.1.)
Person that produces or substantially modifies a generative AI system (3110.)","Person that produces generative AI system with over 1M monthly visitors (22757.1.)","Provider_Developer_Analysis","C49","ca-sb942:22757.1;ca-ab2013:3110","no_verbatim;no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Specific information disclosure","Covered provider","Covered provider","Publish on the website high-level summary of datasets used in the development of the generative AI system (3111.)","-","Provider_Developer_Analysis","C59","ca-ab2013:3111","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Temporal trigger","Covered provider","Covered provider","Upon deploying a generative AI system
Before of concurrently with deploying a frontier model or substantially modified frontier model","Upon deploying a generative AI system","Provider_Developer_Analysis","C55","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Term","Covered provider","","Covered provider
Developer","","","","ca-sb942:22757.1;ca-ab2013:3110;ca-sb942:22757.3;ca-ab2013:3111;ca-sb942:22757.4","no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models","ca-0-covered-provider","Transparency","Covered provider","Covered provider","Put in place a latent disclosure that content is AI-generated;
Provide users with the option to include manifest disclosure on AI-generated content (22757.3.)","Put in place a latent disclosure that content is AI-generated;
Provide users with the option to include manifest disclosure on AI-generated content (22757.3.)","Provider_Developer_Analysis","C56","ca-sb942:22757.3","no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Copyright","","Developer","","-","Provider_Developer_Analysis","D60","","",""
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Exemptions","","Developer","","-","Provider_Developer_Analysis","D61","","",""
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","General information disclosure","","Developer","","-","Provider_Developer_Analysis","D58","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Penalties","Developer","Developer","$5K per violation (22757.4.)
Up to $1M per violation (22757.15.)","Up to $1M per violation (22757.15.)","Provider_Developer_Analysis","D62","ca-sb942:22757.4;ca-sb53:22757.15","no_verbatim;no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Providers of GPAI models with systemic risks / Frontier developer / Large frontier developer / Large developer","","Developer","","California (SB 53)","Provider_Developer_Analysis","D73","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Regulatory trigger","Developer","Developer","Generation of synthetic content and monthly visitors","Generation of synthetic content","Provider_Developer_Analysis","D54","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Scope","Developer","Developer","Person that produces generative AI system with over 1M monthly visitors (22757.1.)
Person that produces or substantially modifies a generative AI system (3110.)","Person that produces or substantially modifies a generative AI system (3110.)","Provider_Developer_Analysis","D49","ca-sb942:22757.1;ca-ab2013:3110","no_verbatim;no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Specific information disclosure","Developer","Developer","Publish on the website high-level summary of datasets used in the development of the generative AI system (3111.)","Publish on the website high-level summary of datasets used in the development of the generative AI system (3111.)","Provider_Developer_Analysis","D59","ca-ab2013:3111","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Temporal trigger","Developer","Developer","Upon deploying a generative AI system
Before of concurrently with deploying a frontier model or substantially modified frontier model","Before of concurrently with deploying a frontier model or substantially modified frontier model","Provider_Developer_Analysis","D55","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Term","Developer","","Covered provider
Developer","","","","ca-sb942:22757.1;ca-ab2013:3110;ca-sb942:22757.3;ca-ab2013:3111;ca-sb942:22757.4","no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models","ca-1-developer","Transparency","Developer","Developer","Put in place a latent disclosure that content is AI-generated;
Provide users with the option to include manifest disclosure on AI-generated content (22757.3.)","-","Provider_Developer_Analysis","D56","ca-sb942:22757.3","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Copyright","Provider of general-purpose AI models","Provider of GPAI models","Put in place copyright compliance policy (Article 53; CoP CC 1.1)","Put in place copyright compliance policy (Article 53; CoP CC 1.1)","Provider_Developer_Analysis","B60","eu-gpai-cop-copyright:preamble","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Exemptions","Provider of general-purpose AI models","Provider of GPAI models","Providers of open source models (Article 53)  [1]","Providers of open source models (Article 53)  [1]","Provider_Developer_Analysis","B61","eu-ai-act:53","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models","eu","General information disclosure","Provider of general-purpose AI models","Provider of GPAI models","Draw up and provide downstream providers general model / data description","Draw up and provide downstream providers general model / data description","Provider_Developer_Analysis","B58","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models","eu","Notification / Registration","Provider of general-purpose AI models","","Register in EU database (Article 49)","","","","","",""
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Penalties","Provider of general-purpose AI models","Provider of GPAI models","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Provider_Developer_Analysis","B62","eu-ai-act:99","verbatim_found","verbatim_found"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models","eu","Providers of GPAI models with systemic risks / Frontier developer / Large frontier developer / Large developer","","Provider of GPAI models","","EU (AIA)","Provider_Developer_Analysis","B73","","",""
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Regulatory trigger","Provider of general-purpose AI models","Provider of GPAI models","Generality","Generality","Provider_Developer_Analysis","B54","","",""
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Scope","Provider of general-purpose AI models","Provider of GPAI models","Person that develops a GPAI model that displays significant generality and is capable of competently performing a wide range of distinct tasks (Article 3)
Indicative criterion: > 1023 FLOPs in compute (GL, (17))
Or person that modifies an existent GPAI model and that modification results in significant change in the model’s generality, capabilities, or systemic risk (GL (59))
Indicative criterion: training compute used for the modification is greater than 1/3 of the training compute of the original model (GL (60))","Person that develops a GPAI model that displays significant generality and is capable of competently performing a wide range of distinct tasks (Article 3)
Indicative criterion: > 1023 FLOPs in compute (GL, (17))
Or person that modifies an existent GPAI model and that modification results in significant change in the model’s generality, capabilities, or systemic risk (GL (59))
Indicative criterion: training compute used for the modification is greater than 1/3 of the training compute of the original model (GL (60))","Provider_Developer_Analysis","B49","eu-ai-act:3;eu-guidelines-gpai-scope:17;eu-guidelines-gpai-scope:59;eu-guidelines-gpai-scope:60","verbatim_found;wrong_law;wrong_law;wrong_law","wrong_law"
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Specific information disclosure","Provider of general-purpose AI models","Provider of GPAI models","Technical documentation on model training, design and testing, as well data provenance, curation and characteristics (Article 53; CoP TC 1.1)","Technical documentation on model training, design and testing, as well data provenance, curation and characteristics (Article 53; CoP TC 1.1)","Provider_Developer_Analysis","B59","","",""
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Temporal trigger","Provider of general-purpose AI models","Provider of GPAI models","Prior to placing GPAI model on the market","Prior to placing GPAI model on the market","Provider_Developer_Analysis","B55","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models","eu","Term","Provider of general-purpose AI models","","Provider of GPAI models","","","","eu-ai-act:3;eu-ai-act:50;eu-ai-act:53;eu-ai-act:XI;eu-gpai-cop-transparency:preamble;eu-gpai-cop-copyright:preamble;eu-ai-act:54;eu-ai-act:XII;eu-ai-act:99","verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models","eu","Transparency","Provider of general-purpose AI models","Provider of GPAI models","Applicable to providers of GPAI systems-only (Article 50) and to providers of GPAI models with systemic risk who signed the CoP (CoP SSC 10.2)","Applicable to providers of GPAI systems-only (Article 50) and to providers of GPAI models with systemic risk who signed the CoP (CoP SSC 10.2)","Provider_Developer_Analysis","B56","eu-ai-act:50","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Copyright","Frontier developer","Frontier developer","-","-","Provider_Developer_Analysis","C93","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Exemptions","Frontier developer","Frontier developer","When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§22757.11)","-","Provider_Developer_Analysis","C95","ca-sb53:22757.11","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","General information disclosure","Frontier developer","Frontier developer","Publish on website general model / data description (22757.12.)","Publish on website general model / data description (22757.12.)","Provider_Developer_Analysis","C86","ca-sb53:22757.12","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Incident reporting","Frontier developer","Frontier developer","Within 24 hours to 15 days, depending on severity (22757.13.)","Within 24 hours to 15 days, depending on severity (22757.13.)","Provider_Developer_Analysis","C94","ca-sb53:22757.13","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Notification / Registration","Frontier developer","Frontier developer","-","-","Provider_Developer_Analysis","C85","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Penalties","Frontier developer","Frontier developer","Up to $1M per violation (22757.15.)","-","Provider_Developer_Analysis","C101","ca-sb53:22757.15","no_verbatim","no_verbatim"
"missing_in_html","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Rebuttal","","Frontier developer","","-","Provider_Developer_Analysis","C97","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Regulatory trigger","Frontier developer","Frontier developer","Compute
Compute and revenue","Compute","Provider_Developer_Analysis","C81","","",""
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Risk management","Frontier developer","Frontier developer","Implement Frontier AI Framework (22757.12.)","-","Provider_Developer_Analysis","C90","ca-sb53:22757.12","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Risk management - reporting","Frontier developer","Frontier developer","Report assessment of catastrophic risk every 3 months (22757.12.)","-","Provider_Developer_Analysis","C92","ca-sb53:22757.12","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Risk management - review","Frontier developer","Frontier developer","Review Frontier AI Framework at least once per year (22757.12.)","-","Provider_Developer_Analysis","C91","ca-sb53:22757.12","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Scope","Frontier developer","Frontier developer","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute[2] (22757.11.)
> 10²⁶ FLOPs in compute and has
> $500M in annual gross revenues (22757.11.)","Person that trained or initiated training of a model using
> 10²⁶ FLOPs in compute[2] (22757.11.)","Provider_Developer_Analysis","C75","ca-sb53:22757.11","no_verbatim","no_verbatim"
"mismatch","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Specific information disclosure","Frontier developer","Frontier developer","Publish on website Frontier AI Framework, including summaries of assessment of catastrophic risks, results, mitigation measures and extent of involvement of third-party evaluators (22757.12.)","-","Provider_Developer_Analysis","C87","ca-sb53:22757.12","no_verbatim","no_verbatim"
"match","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Temporal trigger","Frontier developer","Frontier developer","Before of concurrently with deploying a frontier model or substantially modified frontier model","Before of concurrently with deploying a frontier model or substantially modified frontier model","Provider_Developer_Analysis","C82","","",""
"missing_in_excel","provider-developer","provider-of-general-purpose-ai-models-with-systemic-risk","ca-0-frontier-developer","Term","Frontier developer","","Frontier developer
Large frontier developer","","","","ca-sb53:22757.11;ca-sb53:22757.12;ca-sb53:22757.13;ca-sb53:1107.1;ca-sb53:22757.15","no_verbatim;no_verbatim;no_verbatim;no_verbatim;no_verbatim","no_verbatim"
